"SubjectID","Development","Gender","Age","MaritalStatus","ChildCount","Income","AgeGroup"
70,235.614522919849,2,55.2143134446815,2,1,32984.1202081502,"[50,60)"
71,242.484987898151,1,59.4167715935037,3,2,3781.37860189102,"[50,60)"
72,242.234203290465,2,56.3723478503525,4,0,42722.2039064886,"[50,60)"
73,220.86599206065,2,69.4793024836108,1,0,6749.14258255035,"[60,100)"
74,244.782503185309,1,27.8049956723116,1,0,21824.7095083043,"[26,30)"
75,254.62931272797,1,41.5561584471725,1,1,16444.5760698068,"[40,50)"
76,246.890757610661,1,58.7330605667084,1,0,4590.09268905242,"[50,60)"
77,237.955508563631,1,19.1685510631651,3,1,26512.9541254979,"[0,20)"
78,238.563862975684,1,20.6505279820412,1,1,24928.0730154583,"[20,26)"
79,233.499831935893,1,66.6454397905618,2,1,39905.2595798314,"[60,100)"
80,240.467760155902,2,44.2873272616416,1,0,16785.5209287484,"[40,50)"
81,244.519413552807,1,26.462698047515,2,0,18720.7704246889,"[26,30)"
82,249.074975118661,1,25.8450006432831,1,2,32399.0348912343,"[20,26)"
83,242.599169695453,2,42.069226693362,2,0,57580.2804653305,"[40,50)"
84,242.452986750043,1,41.1682092184201,2,0,35985.8684562555,"[40,50)"
85,252.984137233168,2,27.353490462061,3,1,20367.408106716,"[26,30)"
86,235.71463726688,2,53.0505082141608,3,0,20453.6075345445,"[50,60)"
87,229.481538384317,2,57.4039151812904,1,2,41794.1613795481,"[50,60)"
88,253.388888084311,2,34.8392706518061,1,2,26795.6792641425,"[30,40)"
89,249.55617535759,2,37.0094026476145,1,2,40933.0926098911,"[30,40)"
90,237.828475551878,1,18.0155401881784,1,0,21518.8611639169,"[0,20)"
91,235.527191868346,2,56.9821666264907,4,1,28826.7868800825,"[50,60)"
92,246.352519643933,1,25.6368229696527,2,3,14793.5111485326,"[20,26)"
93,245.97880796646,1,59.6129675577395,3,2,54645.6395488568,"[50,60)"
94,247.35101769428,2,27.2198749743402,1,0,17586.1644782968,"[26,30)"
95,237.32245573504,2,56.330474737566,1,1,59000.7465944979,"[50,60)"
96,244.009199169969,1,56.7575165950693,2,1,49424.8358178037,"[50,60)"
97,249.182648686078,1,43.3540648613125,1,2,11744.6486284825,"[40,50)"
98,246.981991942993,1,48.0573864602484,1,1,19155.3120549081,"[40,50)"
99,233.961770330889,2,54.8028026162647,4,0,22848.3756857447,"[50,60)"
100,246.159394759919,1,44.2458638870157,5,1,42750.4545595206,"[40,50)"
101,244.84577198758,2,44.868962272536,2,0,40690.6002146433,"[40,50)"
102,243.726051993259,1,60.8444392164238,1,0,11588.4575319244,"[60,100)"
103,241.46066852597,1,67.4307143846527,3,1,12356.7538617001,"[60,100)"
104,238.132753878759,2,54.1891521345824,2,0,18026.0470538681,"[50,60)"
105,240.734130463183,2,23.3953355848789,1,0,21228.8515554902,"[20,26)"
106,251.073610327789,1,47.6539352159016,3,1,101870.663044032,"[40,50)"
107,247.454449642985,1,30.0339074637741,3,0,31508.7082006697,"[30,40)"
108,245.169172793472,2,43.8865529992618,1,0,18852.0389400827,"[40,50)"
109,247.34122599575,2,32.9761850684881,4,0,74324.4036354443,"[30,40)"
110,247.91309794317,1,31.6432512663305,1,1,29007.1769990653,"[30,40)"
111,249.220570165882,1,31.271772058215,1,0,28390.4059057979,"[30,40)"
112,242.055014884061,1,30.8792339120992,1,1,78195.7943253711,"[30,40)"
113,247.264083880376,1,44.8530066474341,2,0,19812.647030788,"[40,50)"
114,238.418183785224,2,51.0925600924529,4,0,35983.1076645011,"[50,60)"
115,243.856920277841,1,25.0371501729824,3,2,24387.0937845703,"[20,26)"
116,218.359318723321,2,67.3862334378064,2,0,20692.7944212243,"[60,100)"
117,244.102958138975,1,63.7776554045267,2,2,10090.998989352,"[60,100)"
118,249.91891985805,2,36.4356221086346,1,1,14112.6086724581,"[30,40)"
119,242.020051766105,1,23.0907483324409,4,0,45857.5737141311,"[20,26)"
120,235.991704041306,2,55.9435590906069,2,1,25109.6435459586,"[50,60)"
121,245.663781512889,2,44.1506420881487,3,2,11872.530892597,"[40,50)"
122,241.836285397852,1,62.6949928416871,3,1,19599.5951912881,"[60,100)"
123,241.893006179394,2,42.7686111223884,1,1,20834.1888958364,"[40,50)"
124,240.841445148322,1,66.2413343270309,4,0,50081.8370642123,"[60,100)"
125,225.95190111036,2,60.8894548881799,2,1,55794.9369731148,"[60,100)"
126,246.268929899319,2,43.62501148507,3,0,59658.404722696,"[40,50)"
127,245.858491363551,1,29.2002193112858,4,3,34405.0921390929,"[26,30)"
128,244.807919760512,1,39.9376286608167,2,0,17945.7829656937,"[30,40)"
129,245.975721364016,2,29.5961320088245,2,3,8936.33532363714,"[26,30)"
130,250.386593616141,2,33.0832290034741,2,1,47802.6344397119,"[30,40)"
131,245.63436391085,1,27.1459037736058,1,0,26961.0585852439,"[26,30)"
132,248.601547305254,2,34.5698658996262,3,0,27461.3412331074,"[30,40)"
133,245.56613931747,2,43.500777116511,1,1,14026.6601260828,"[40,50)"
134,244.591418307755,1,37.7062967694364,2,2,41548.8563059045,"[30,40)"
135,247.660466632156,1,32.0223629074171,2,1,28961.0578025302,"[30,40)"
136,254.963529743756,1,48.4976903251372,2,0,14219.8779958085,"[40,50)"
137,249.143353791616,2,25.7635030001402,2,1,25443.8667922926,"[20,26)"
138,235.787707205359,2,54.0063355853781,3,0,11628.1452120953,"[50,60)"
139,251.935137909795,2,33.9697106895037,1,1,49005.6687720751,"[30,40)"
140,235.641550513648,2,52.5336440107785,2,0,36477.9617610544,"[50,60)"
141,220.58827382799,2,67.293700276874,2,1,68100.1566477199,"[60,100)"
142,242.544424631082,2,43.117642860394,3,2,21464.1616833983,"[40,50)"
143,246.851031422921,2,23.4555496172979,2,1,15583.2306902028,"[20,26)"
144,256.896296143227,1,44.7639098456129,2,0,84544.31149085,"[40,50)"
145,233.76731577692,2,57.6381119471043,4,2,7125.03831949245,"[50,60)"
146,245.598077544214,1,56.7012822204269,3,0,25736.1189860425,"[50,60)"
147,246.561335306269,1,51.600737596862,4,1,46374.3270171051,"[50,60)"
148,245.210023588222,1,58.050482051447,1,0,25334.8637837208,"[50,60)"
149,244.033491584193,1,52.3698905431665,3,2,34510.6274776815,"[50,60)"
150,236.203547741238,2,52.5551134990528,1,1,22964.9102469381,"[50,60)"
151,240.719316782543,2,39.8798161223531,1,3,44572.1606740785,"[30,40)"
152,253.108414612702,1,34.0126247559674,2,0,41979.540265555,"[30,40)"
153,252.170024150304,1,47.7575598116964,1,1,31145.2963595681,"[40,50)"
154,229.628932220995,2,59.8918003882281,2,1,26885.1090821708,"[50,60)"
155,249.500957669803,2,42.4496738743037,3,0,43649.8676999258,"[40,50)"
156,249.278600251739,1,33.4627919779159,2,0,45252.2738301912,"[30,40)"
157,236.922609264374,1,64.4478313340805,2,0,17751.0060119592,"[60,100)"
158,240.500373149153,2,50.8954393714666,4,2,12246.7582900806,"[50,60)"
159,239.81425317547,1,21.1286866287701,2,1,4273.92660592595,"[20,26)"
160,244.042624891377,1,28.2237555081956,1,0,2516.83947849832,"[26,30)"
161,245.694113236172,1,53.7315407251008,1,2,40862.5753257459,"[50,60)"
162,242.844980248345,2,46.4009674303234,2,0,38810.4602064147,"[40,50)"
163,223.827594549596,2,65.0013849874958,2,0,58529.8295916812,"[60,100)"
164,248.607423605293,2,37.5066276676953,3,0,14401.796450584,"[30,40)"
165,249.857265406647,2,31.3923719492741,2,0,20885.6814468098,"[30,40)"
166,246.647607400962,1,27.4991656718776,3,1,56951.2053147944,"[26,30)"
167,247.246301091739,2,43.8715082863346,4,0,53797.2224092461,"[40,50)"
168,241.524216754515,1,63.0283237849362,2,0,23865.1974612053,"[60,100)"
169,248.400252263425,1,34.1506828153506,2,3,7829.00788659554,"[30,40)"
170,244.980810615518,1,23.2109920768999,3,1,27140.5641494413,"[20,26)"
171,251.449186201057,2,22.6346214571968,1,2,68830.4642593663,"[20,26)"
172,228.936746242022,2,56.3094939142466,2,2,17889.5378538008,"[50,60)"
173,240.789762781605,2,49.0428115511313,1,1,17727.8377232374,"[40,50)"
174,225.277683565451,2,62.207278391812,1,1,20289.0676900116,"[60,100)"
175,249.362470283596,1,41.580861731898,1,1,33052.6391949133,"[40,50)"
176,227.922216486071,2,60.4903326989152,2,1,53821.8166819264,"[60,100)"
177,251.906849773672,2,29.6784890270792,5,1,27826.1690677386,"[26,30)"
178,216.781108814404,2,66.3107644570991,2,1,17487.7379460798,"[60,100)"
179,247.000485240924,1,46.7276695249602,1,1,54800.6746008583,"[40,50)"
180,248.772662623407,1,27.3381956219673,2,2,57633.1852829424,"[26,30)"
181,248.284921353124,1,48.5841083521955,1,4,16120.5908669018,"[40,50)"
182,214.651856959153,2,69.9862932940014,1,1,29735.423784927,"[60,100)"
183,236.330365916706,2,54.6258459021337,2,0,10616.9449338121,"[50,60)"
184,246.950505238667,2,45.8822978464887,4,0,26034.3958342483,"[40,50)"
185,247.658409689937,1,44.2771850335412,3,1,27231.6567817474,"[40,50)"
186,239.737262497909,1,66.1832796824165,2,0,33408.6370146377,"[60,100)"
187,247.344750612951,1,48.6811992428266,2,1,29954.0828308459,"[40,50)"
188,247.067851769779,2,28.2739519760944,1,1,33050.6378572142,"[26,30)"
189,243.962473530161,1,23.4606481688097,1,2,11746.6869931576,"[20,26)"
190,242.172180083834,2,49.7194981938228,4,1,16293.0938303002,"[40,50)"
191,251.646917388207,1,38.9265776793472,5,2,21858.0098933407,"[30,40)"
192,230.816055110565,2,60.1941819572821,2,0,36112.7736180371,"[60,100)"
193,239.338880661754,2,42.2935303454287,1,2,19674.3763151911,"[40,50)"
194,245.03911194046,1,27.7513735760003,2,0,42658.2810326423,"[26,30)"
195,225.3518949139,2,60.1941488953307,2,0,8660.2936694707,"[60,100)"
196,247.908648548979,2,30.7685863845982,1,1,13567.9088904728,"[30,40)"
197,247.023285973652,1,23.4972691577859,4,1,36629.4900461792,"[20,26)"
198,237.926872749262,2,51.1960854209028,4,1,66405.7000475604,"[50,60)"
199,246.791382791364,1,43.6670258473605,1,0,19652.156111212,"[40,50)"
200,244.099466566071,1,61.0239546345547,1,1,49767.4391332449,"[60,100)"
201,254.223009646287,1,37.881791388616,3,1,41018.7632433055,"[30,40)"
202,239.219686481923,1,67.6318952180445,1,1,24487.3970991226,"[60,100)"
203,250.514515098755,1,34.4633336244151,2,3,25525.6422371663,"[30,40)"
204,244.246582433388,2,52.3407566747628,3,0,59449.0048454249,"[50,60)"
205,246.668092675323,1,53.0277379155159,5,1,72106.0537846501,"[50,60)"
206,247.356134092096,2,43.7523516165093,2,2,31789.8024628641,"[40,50)"
207,236.967750705601,1,18.4578228574246,3,2,19850.0291473987,"[0,20)"
208,251.087975812491,1,46.0025543645024,3,0,29206.2676870684,"[40,50)"
209,249.500946767857,1,38.9067776333541,1,0,25606.2660834209,"[30,40)"
210,250.923359750543,2,41.7095772959292,2,2,14900.7380700125,"[40,50)"
211,244.079112959786,1,27.8012081696652,1,1,33388.4865893823,"[26,30)"
212,233.346432330933,1,66.9959308877587,3,0,21160.975226412,"[60,100)"
213,230.609088240455,2,61.6597335473634,2,1,19279.1645457986,"[60,100)"
214,244.323305143543,1,34.3661893340759,2,1,26479.499007297,"[30,40)"
215,227.31771357617,2,62.8464148766361,3,3,19177.204882961,"[60,100)"
216,248.763612114381,1,37.4977341569029,1,1,20548.5695092703,"[30,40)"
217,245.308671419974,1,54.0896664322354,2,1,34205.641740129,"[50,60)"
218,241.879807088424,1,23.97035222454,3,0,37875.5350454096,"[20,26)"
219,248.027239314702,2,39.2464516954497,3,3,3117.33643290665,"[30,40)"
220,243.336366132787,2,44.4979445463978,1,1,51576.9055426047,"[40,50)"
221,233.547257968686,2,58.1922289254144,1,0,42022.2182577723,"[50,60)"
222,244.781778192421,1,60.8216209984384,2,0,24827.0335874522,"[60,100)"
223,241.509146508478,2,50.0462060715072,1,2,16737.466789236,"[50,60)"
224,219.37121969721,2,67.103178546764,1,0,20710.4985822189,"[60,100)"
225,244.930810330271,2,38.2352228313684,1,2,22812.0541125827,"[30,40)"
226,241.527930288922,1,23.0079218228348,2,0,13054.7420468684,"[20,26)"
227,244.24338629663,1,57.0123523538932,2,2,52874.9229030793,"[50,60)"
228,249.383366719431,1,39.1304401629604,2,1,11924.0140897396,"[30,40)"
229,250.37359935215,1,48.8925761724822,1,2,22100.9383576706,"[40,50)"
230,241.518389509479,2,37.2275122012943,1,0,44206.6786199033,"[30,40)"
231,250.579356804184,2,34.7803117511794,2,3,31246.0885417709,"[30,40)"
232,246.876439879024,1,47.5110545353964,1,0,46907.9681885129,"[40,50)"
233,241.983113723443,2,41.9817176568322,3,3,18110.5238581174,"[40,50)"
234,245.906782029822,2,31.1298247114755,1,0,48313.9736426507,"[30,40)"
235,243.903167371255,2,49.744218882639,1,1,24532.6873251401,"[40,50)"
236,242.807011514009,1,19.65830362821,1,0,24500.0345412744,"[0,20)"
237,240.461250608079,2,50.6182740596123,2,3,20398.6720690281,"[50,60)"
238,235.494624595843,2,59.366077025421,2,1,28582.8929598608,"[50,60)"
239,223.206138185635,2,60.6655278513208,2,0,11934.0775271873,"[60,100)"
240,254.848709516421,1,41.5957015072927,4,0,12922.1047930369,"[40,50)"
241,252.502981551899,2,21.6541803944856,1,3,44253.3737860382,"[20,26)"
242,246.98037256983,2,37.0150889889337,1,0,24078.4603676532,"[30,40)"
243,239.588948033976,1,61.3160331798717,4,1,15891.4881120906,"[60,100)"
244,246.798762342774,1,23.5822198628448,2,1,53675.0868688477,"[20,26)"
245,237.188486122434,2,51.8009622502141,1,1,21837.2174447187,"[50,60)"
246,249.236866074535,1,33.712515078485,2,2,56931.9305476732,"[30,40)"
247,225.541049759366,2,64.2454820140265,3,0,27576.1962039172,"[60,100)"
248,241.875746406033,2,52.0735786799341,1,1,54436.1559535052,"[50,60)"
249,253.834038779095,2,31.650693369098,1,1,12872.0123466639,"[30,40)"
250,249.158450914342,2,28.4768020771444,3,0,27417.7738173105,"[26,30)"
251,238.993666597273,1,27.015221556183,2,3,37926.8644148165,"[26,30)"
252,246.698267208436,2,24.2461424008943,1,0,9735.81345062909,"[20,26)"
253,245.074954957796,1,59.7417437653057,3,2,47184.4361772235,"[50,60)"
254,246.572960194103,2,25.8657718347386,2,1,19798.5084409323,"[20,26)"
255,245.962307716982,2,37.9422896462493,1,1,48509.7542701087,"[30,40)"
256,246.101794584031,1,61.3717305772007,1,0,15507.0190354786,"[60,100)"
257,240.538719078732,2,51.4304588702507,1,2,14869.2205950474,"[50,60)"
258,248.880664849708,1,45.266253833659,1,0,40084.0847154635,"[40,50)"
259,244.59500992825,2,23.5915789068677,2,3,45359.9422464594,"[20,26)"
260,241.262409066492,1,63.0820873724297,2,0,43504.8557535788,"[60,100)"
261,252.180374741655,1,34.2636305438355,5,2,26076.100556475,"[30,40)"
262,251.460776991797,2,29.528599969577,2,0,37530.2197590746,"[26,30)"
263,214.159995684534,2,66.1412987196818,1,2,48646.5914784287,"[60,100)"
264,220.034900909038,2,63.3418607446365,2,0,96631.1844054712,"[60,100)"
265,244.82114638169,1,22.2685639695264,2,0,73278.4509759606,"[20,26)"
266,239.554628049862,2,55.4211200717837,3,1,20150.3495661942,"[50,60)"
267,247.855224594851,1,27.9951836979017,5,1,43556.9470652319,"[26,30)"
268,246.049001176746,2,36.4046128503978,5,0,18970.6023979011,"[30,40)"
269,238.476636589324,2,51.1989343715832,2,3,73221.608834715,"[50,60)"
270,247.537195861346,1,33.2376218698919,4,0,33784.0500138226,"[30,40)"
271,234.808338413683,2,50.0068530943245,2,0,46207.2267959921,"[50,60)"
272,252.562634199854,1,41.9922138513066,1,0,41192.5080014953,"[40,50)"
273,242.490255437281,2,28.9334518290125,1,0,16912.6820193099,"[26,30)"
274,246.802776541783,1,59.4362990879454,1,0,27712.7236552737,"[50,60)"
275,239.286466669143,2,46.2071347436868,1,1,27089.4694758001,"[40,50)"
276,226.545363952185,2,63.3230085056275,2,1,29374.391920517,"[60,100)"
277,251.227143545344,1,53.2277711732313,1,1,29938.6997678062,"[50,60)"
278,246.465764043227,2,33.2052101418376,1,1,51910.1801216559,"[30,40)"
279,235.101366140464,2,57.3949300954118,3,0,26360.7254344292,"[50,60)"
280,248.315831200641,1,45.6648782542907,1,0,50651.0797485751,"[40,50)"
281,236.555152467868,2,50.8128576134332,2,3,28639.5976492662,"[50,60)"
282,246.423522867272,1,31.590616453439,4,0,19859.2963209654,"[30,40)"
283,245.28508113969,2,39.7778591644019,1,1,57310.3149833513,"[30,40)"
284,240.28654878533,2,42.0281780688092,1,0,14166.6103486449,"[40,50)"
285,251.228775442435,1,43.6192714907229,1,1,41500.1995019334,"[40,50)"
286,239.883935271473,2,51.7653375552036,2,1,32460.5362869565,"[50,60)"
287,228.00964683527,2,60.6719259209931,1,0,53870.4387882092,"[60,100)"
288,246.420737657498,2,34.2328322390094,1,0,63125.8121450886,"[30,40)"
289,244.240432634954,1,52.8623187164776,3,2,21926.8341817798,"[50,60)"
290,240.905883072991,1,19.8159789848141,1,1,47098.410961025,"[0,20)"
291,235.870791512484,2,54.0397719633766,2,1,46398.2863637166,"[50,60)"
292,236.883115311759,1,24.0145665658638,1,1,10366.8570216456,"[20,26)"
293,239.572372440724,1,21.0654542148113,1,1,21546.2169194029,"[20,26)"
294,217.086690212703,2,64.0280315456912,1,1,28005.4494040884,"[60,100)"
295,224.447043997539,2,59.4796502185054,1,1,25136.291280328,"[50,60)"
296,243.359368087093,2,39.4906766167842,3,0,17132.872885862,"[30,40)"
297,246.19746246236,1,35.0168958371505,3,1,27129.9430390375,"[30,40)"
298,254.260373256762,1,37.1098296432756,4,1,41176.2298638477,"[30,40)"
299,239.97459358923,2,50.4781139236875,1,1,44017.3519161279,"[50,60)"
300,244.97280911944,1,26.4577581379563,2,1,27295.5986793742,"[26,30)"
301,230.575422258768,2,63.0939180068672,1,1,12500.9758007628,"[60,100)"
302,250.709833511964,1,51.7422591634095,2,0,60382.9867882288,"[50,60)"
303,247.78541135418,1,36.3670601807535,4,1,22464.2437995798,"[30,40)"
304,248.027214051884,1,50.7480477862991,2,1,39521.7627027785,"[50,60)"
305,245.220316968702,2,43.8130392148159,3,1,32135.5350081132,"[40,50)"
306,243.718029851414,1,23.7144727674313,2,0,10224.8566741786,"[20,26)"
307,249.701661382336,1,39.9135778257623,1,3,30690.1702578042,"[30,40)"
308,221.262125218621,2,69.0090767028742,2,0,16098.7342396302,"[60,100)"
309,221.265133013116,2,64.0303633445874,2,2,13192.7781985953,"[60,100)"
310,217.761942494999,2,70.1535137523897,2,0,22126.1311079022,"[60,100)"
311,243.764847578648,2,42.8296649865806,3,0,42390.2963670669,"[40,50)"
312,249.488979114765,2,41.5390388262458,1,0,28044.6290854122,"[40,50)"
313,231.135082488851,2,57.6598957334645,3,2,33894.6994148391,"[50,60)"
314,229.865821147967,2,61.3007929679006,1,0,34073.0971338141,"[60,100)"
315,247.304378039554,2,32.9141464005224,1,0,35539.9871640767,"[30,40)"
316,247.62464916982,1,28.7763921725564,1,0,23298.4604474815,"[26,30)"
317,251.2831789262,1,38.5047597526573,4,3,25978.1690329074,"[30,40)"
318,242.094084784888,2,29.9590399060398,1,2,5742.52577116914,"[26,30)"
319,249.517292896541,2,30.9664083914831,1,1,20535.5863836354,"[30,40)"
320,212.873567428426,2,67.7478823731653,2,0,7366.45328332883,"[60,100)"
321,238.211729928344,1,65.1211221534759,1,2,58443.1781864166,"[60,100)"
322,251.446483969629,2,30.9701100029051,3,1,61960.7204353239,"[30,40)"
323,242.45667462106,1,61.1829030159861,3,2,15828.8537133366,"[60,100)"
324,249.274378068398,1,43.2449569990858,3,0,12957.6906999684,"[40,50)"
325,249.627114667994,1,45.6738044340163,1,1,22216.4631596549,"[40,50)"
326,243.406329559839,1,59.0326265846379,2,2,23211.5488950873,"[50,60)"
327,250.811150508343,1,37.0338473650627,2,1,21352.3703716553,"[30,40)"
328,244.897745170878,1,26.7350231478922,2,1,38536.3678032194,"[26,30)"
329,246.90510713193,1,43.2410011948086,1,2,9881.07021916537,"[40,50)"
330,246.796587077546,2,43.4577749613672,2,1,52536.7144407182,"[40,50)"
331,242.097799667516,1,52.2493577976711,5,2,32954.1638984508,"[50,60)"
332,250.425124223401,2,24.2928360742517,1,0,45427.3591459678,"[20,26)"
333,252.692726780832,2,35.8278707172722,2,3,13267.9976872799,"[30,40)"
334,217.544865290072,2,68.694600361865,3,0,29789.1787163957,"[60,100)"
335,244.438065700001,2,25.458765021991,3,0,11624.9454572434,"[20,26)"
336,249.069749575043,1,33.6797087169252,1,0,37940.4615557419,"[30,40)"
337,241.277236506401,1,21.2708505517803,3,1,11903.7004084151,"[20,26)"
338,253.908313692237,1,47.226906853728,3,2,36097.4984466468,"[40,50)"
339,242.306308683005,1,64.3443086482584,1,2,26662.7347045425,"[60,100)"
340,230.467664502064,2,56.3632334619761,1,0,34809.4447057183,"[50,60)"
341,238.216988239859,1,67.2385576944798,1,1,16301.5668900023,"[60,100)"
342,235.447003821343,1,19.5275572892278,1,3,12543.7441920593,"[0,20)"
343,246.992484876297,1,29.2681580125354,1,2,15101.6495897129,"[26,30)"
344,247.494982673349,1,56.3134134928696,2,0,25790.9006962946,"[50,60)"
345,253.229735467751,2,29.3461758098565,4,1,26489.2503870319,"[26,30)"
346,253.971766670731,1,37.6792567381635,2,0,35000.4499108098,"[30,40)"
347,243.711447531101,1,28.292963788379,1,1,19610.658828004,"[26,30)"
348,247.071523247911,2,34.3768066647463,2,1,34302.5745669231,"[30,40)"
349,248.186814162888,2,30.2455507605337,2,0,34312.8514575183,"[30,40)"
350,238.704781444636,2,52.643109372817,1,0,38029.4440861911,"[50,60)"
351,239.947320751883,2,48.5194018497132,3,3,37939.7662802464,"[40,50)"
352,224.59993502383,2,67.1879056761973,4,1,27279.3609086183,"[60,100)"
353,249.285336613175,1,48.0629987497814,1,0,28555.0942864667,"[40,50)"
354,247.542493117267,2,23.6284674066119,2,1,30498.2920719321,"[20,26)"
355,248.211262412501,1,57.481203595642,2,2,28558.4144160371,"[50,60)"
356,246.914948521149,1,35.5943694775924,2,1,15549.4666612415,"[30,40)"
357,213.384973108916,2,68.6308420067653,3,2,64900.5758311965,"[60,100)"
358,242.713094605067,1,59.4544733939692,2,1,37824.4601818216,"[50,60)"
